DeclaredCounty/Area	State	Incident Type	Area Type	Title	Disaster Number (copy)	DistinctDisasterNumbers	Number of Records
Prince George's	Maryland	Flood	County	REMNANTS OF TROPICAL STORM LEE	4038	1	1
Adams	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Bedford	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Berks	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Bradford	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Bucks	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Chester	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Columbia	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Cumberland	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Dauphin	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Delaware	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Huntingdon	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Juniata	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Lackawanna	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Lancaster	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Lebanon	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Luzerne	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Lycoming	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Mifflin	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Monroe	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Montgomery	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Montour	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Northampton	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Northumberland	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Perry	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Philadelphia	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Schuylkill	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Snyder	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Sullivan	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Susquehanna	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Tioga	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Union	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Wayne	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Wyoming	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
York	Pennsylvania	Flood	County	TROPICAL STORM LEE	4030	1	1
Benton	Oregon	Flood	County	"SEVERE WINTER STORM, FLOODING, LANDSLIDES, AND MUDSLIDES"	4055	1	1
Columbia	Oregon	Flood	County	"SEVERE WINTER STORM, FLOODING, LANDSLIDES, AND MUDSLIDES"	4055	1	1
Coos	Oregon	Flood	County	"SEVERE WINTER STORM, FLOODING, LANDSLIDES, AND MUDSLIDES"	4055	1	1
Curry	Oregon	Flood	County	"SEVERE WINTER STORM, FLOODING, LANDSLIDES, AND MUDSLIDES"	4055	1	1
Douglas	Oregon	Flood	County	"SEVERE WINTER STORM, FLOODING, LANDSLIDES, AND MUDSLIDES"	4055	1	1
Hood River	Oregon	Flood	County	"SEVERE WINTER STORM, FLOODING, LANDSLIDES, AND MUDSLIDES"	4055	1	1
Lane	Oregon	Flood	County	"SEVERE WINTER STORM, FLOODING, LANDSLIDES, AND MUDSLIDES"	4055	1	1
Lincoln	Oregon	Flood	County	"SEVERE WINTER STORM, FLOODING, LANDSLIDES, AND MUDSLIDES"	4055	1	1
Linn	Oregon	Flood	County	"SEVERE WINTER STORM, FLOODING, LANDSLIDES, AND MUDSLIDES"	4055	1	1
Marion	Oregon	Flood	County	"SEVERE WINTER STORM, FLOODING, LANDSLIDES, AND MUDSLIDES"	4055	1	1
Polk	Oregon	Flood	County	"SEVERE WINTER STORM, FLOODING, LANDSLIDES, AND MUDSLIDES"	4055	1	1
Tillamook	Oregon	Flood	County	"SEVERE WINTER STORM, FLOODING, LANDSLIDES, AND MUDSLIDES"	4055	1	1
Mescalero Tribe	New Mexico	Flood		FLOODING	4079	1	1
Lincoln	New Mexico	Flood	County	FLOODING	4079	1	1
Los Alamos	New Mexico	Flood	County	FLOODING	4079	1	1
Sandoval	New Mexico	Flood	County	FLOODING	4079	1	1
Santa Clara Pueblo	New Mexico	Flood	Indian Reservation	FLOODING	4079	1	1
Washington	Utah	Flood	County	SEVERE STORM AND FLOODING	4088	1	1
Appanoose	Iowa	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4119	1	1
Cedar	Iowa	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4119	1	1
Clinton	Iowa	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4119	1	1
Davis	Iowa	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4119	1	1
Decatur	Iowa	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4119	1	1
Des Moines	Iowa	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4119	1	1
Iowa	Iowa	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4119	1	1
Jefferson	Iowa	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4119	1	1
Johnson	Iowa	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4119	1	1
Keokuk	Iowa	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4119	1	1
Lee	Iowa	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4119	1	1
Lucas	Iowa	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4119	1	1
Marion	Iowa	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4119	1	1
Monroe	Iowa	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4119	1	1
Muscatine	Iowa	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4119	1	1
Ringgold	Iowa	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4119	1	1
Van Buren	Iowa	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4119	1	1
Wapello	Iowa	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4119	1	1
Warren	Iowa	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4119	1	1
Wayne	Iowa	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4119	1	1
Adams	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Brown	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Bureau	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Calhoun	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Carroll	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Cass	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Clark	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Cook	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Crawford	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
DeKalb	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Douglas	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
DuPage	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Fulton	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Greene	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Grundy	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Hancock	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Henderson	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Henry	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Kane	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Kendall	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Knox	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Lake	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
La Salle	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Lawrence	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Livingston	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
McDonough	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
McHenry	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Marshall	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Mason	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Mercer	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Monroe	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Morgan	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Ogle	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Peoria	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Pike	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Putnam	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Rock Island	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Schuyler	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Scott	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Shelby	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Stark	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Tazewell	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Warren	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Whiteside	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Will	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Winnebago	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Woodford	Illinois	Flood	County	"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"	4116	1	1
Allegan	Michigan	Flood	County	FLOODING	4121	1	1
Baraga	Michigan	Flood	County	FLOODING	4121	1	1
Barry	Michigan	Flood	County	FLOODING	4121	1	1
Gogebic	Michigan	Flood	County	FLOODING	4121	1	1
Houghton	Michigan	Flood	County	FLOODING	4121	1	1
Ionia	Michigan	Flood	County	FLOODING	4121	1	1
Kent	Michigan	Flood	County	FLOODING	4121	1	1
Keweenaw	Michigan	Flood	County	FLOODING	4121	1	1
Marquette	Michigan	Flood	County	FLOODING	4121	1	1
Midland	Michigan	Flood	County	FLOODING	4121	1	1
Muskegon	Michigan	Flood	County	FLOODING	4121	1	1
Newaygo	Michigan	Flood	County	FLOODING	4121	1	1
Ontonagon	Michigan	Flood	County	FLOODING	4121	1	1
Osceola	Michigan	Flood	County	FLOODING	4121	1	1
Ottawa	Michigan	Flood	County	FLOODING	4121	1	1
Saginaw	Michigan	Flood	County	FLOODING	4121	1	1
Benson	North Dakota	Flood	County	FLOODING	4118	1	1
Bottineau	North Dakota	Flood	County	FLOODING	4118	1	1
Cass	North Dakota	Flood	County	FLOODING	4118	1	1
Cavalier	North Dakota	Flood	County	FLOODING	4118	1	1
Eddy	North Dakota	Flood	County	FLOODING	4118	1	1
Foster	North Dakota	Flood	County	FLOODING	4118	1	1
McHenry	North Dakota	Flood	County	FLOODING	4118	1	1
Pembina	North Dakota	Flood	County	FLOODING	4118	1	1
Ramsey	North Dakota	Flood	County	FLOODING	4118	1	1
Renville	North Dakota	Flood	County	FLOODING	4118	1	1
Richland	North Dakota	Flood	County	FLOODING	4118	1	1
Rolette	North Dakota	Flood	County	FLOODING	4118	1	1
Towner	North Dakota	Flood	County	FLOODING	4118	1	1
Traill	North Dakota	Flood	County	FLOODING	4118	1	1
Walsh	North Dakota	Flood	County	FLOODING	4118	1	1
Wells	North Dakota	Flood	County	FLOODING	4118	1	1
Spirit Lake Reservation	North Dakota	Flood	Indian Reservation	FLOODING	4118	1	1
Chittenden	Vermont	Flood	County	SEVERE STORMS AND FLOODING	4120	1	1
Essex	Vermont	Flood	County	SEVERE STORMS AND FLOODING	4120	1	1
Lamoille	Vermont	Flood	County	SEVERE STORMS AND FLOODING	4120	1	1
Blaine	Montana	Flood	County	FLOODING	4127	1	1
Chouteau	Montana	Flood	County	FLOODING	4127	1	1
Custer	Montana	Flood	County	FLOODING	4127	1	1
Dawson	Montana	Flood	County	FLOODING	4127	1	1
Fergus	Montana	Flood	County	FLOODING	4127	1	1
Garfield	Montana	Flood	County	FLOODING	4127	1	1
Hill	Montana	Flood	County	FLOODING	4127	1	1
McCone	Montana	Flood	County	FLOODING	4127	1	1
Musselshell	Montana	Flood	County	FLOODING	4127	1	1
Petroleum	Montana	Flood	County	FLOODING	4127	1	1
Rosebud	Montana	Flood	County	FLOODING	4127	1	1
Valley	Montana	Flood	County	FLOODING	4127	1	1
Fort Belknap Indian Reservation	Montana	Flood	Indian Reservation	FLOODING	4127	1	1
Fort Peck Indian Reservation	Montana	Flood	Indian Reservation	FLOODING	4127	1	1
Rocky Boy's Indian Reservation	Montana	Flood	Indian Reservation	FLOODING	4127	1	1
Alaska Gateway Regional Educational Attendance Area	Alaska	Flood		FLOODING	4122	1	1
Copper River Regional Educational Attendance Area	Alaska	Flood		FLOODING	4122	1	1
Lower Yukon Regional Educational Attendance Area	Alaska	Flood		FLOODING	4122	1	1
Yukon Flats Regional Educational Attendance Area	Alaska	Flood		FLOODING	4122	1	1
Yukon Koyukuk Regional Educational Attendance Area	Alaska	Flood		FLOODING	4122	1	1
Mason	West Virginia	Flood	County	SEVERE STORMS AND FLOODING	4132	1	1
Roane	West Virginia	Flood	County	SEVERE STORMS AND FLOODING	4132	1	1
Allegany	New York	Flood	County	SEVERE STORMS AND FLOODING	4129	1	1
Broome	New York	Flood	County	SEVERE STORMS AND FLOODING	4129	1	1
Chautauqua	New York	Flood	County	SEVERE STORMS AND FLOODING	4129	1	1
Chenango	New York	Flood	County	SEVERE STORMS AND FLOODING	4129	1	1
Clinton	New York	Flood	County	SEVERE STORMS AND FLOODING	4129	1	1
Cortland	New York	Flood	County	SEVERE STORMS AND FLOODING	4129	1	1
Delaware	New York	Flood	County	SEVERE STORMS AND FLOODING	4129	1	1
Essex	New York	Flood	County	SEVERE STORMS AND FLOODING	4129	1	1
Franklin	New York	Flood	County	SEVERE STORMS AND FLOODING	4129	1	1
Herkimer	New York	Flood	County	SEVERE STORMS AND FLOODING	4129	1	1
Madison	New York	Flood	County	SEVERE STORMS AND FLOODING	4129	1	1
Montgomery	New York	Flood	County	SEVERE STORMS AND FLOODING	4129	1	1
Niagara	New York	Flood	County	SEVERE STORMS AND FLOODING	4129	1	1
Oneida	New York	Flood	County	SEVERE STORMS AND FLOODING	4129	1	1
Otsego	New York	Flood	County	SEVERE STORMS AND FLOODING	4129	1	1
Warren	New York	Flood	County	SEVERE STORMS AND FLOODING	4129	1	1
Caledonia	Vermont	Flood	County	SEVERE STORMS AND FLOODING	4140	1	1
Chittenden	Vermont	Flood	County	SEVERE STORMS AND FLOODING	4140	1	1
Orange	Vermont	Flood	County	SEVERE STORMS AND FLOODING	4140	1	1
Orleans	Vermont	Flood	County	SEVERE STORMS AND FLOODING	4140	1	1
Rutland	Vermont	Flood	County	SEVERE STORMS AND FLOODING	4140	1	1
Washington	Vermont	Flood	County	SEVERE STORMS AND FLOODING	4140	1	1
Windsor	Vermont	Flood	County	SEVERE STORMS AND FLOODING	4140	1	1
Eastern Band of Cherokee Indians of North Carolina	North Carolina	Flood		"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4146	1	1
Alleghany	North Carolina	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4146	1	1
Ashe	North Carolina	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4146	1	1
Avery	North Carolina	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4146	1	1
Buncombe	North Carolina	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4146	1	1
Burke	North Carolina	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4146	1	1
Caldwell	North Carolina	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4146	1	1
Jackson	North Carolina	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4146	1	1
Macon	North Carolina	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4146	1	1
Madison	North Carolina	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4146	1	1
Mitchell	North Carolina	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4146	1	1
Polk	North Carolina	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4146	1	1
Watauga	North Carolina	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4146	1	1
Yancey	North Carolina	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4146	1	1
Ashe	North Carolina	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, MUDSLIDES"	4153	1	1
Avery	North Carolina	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, MUDSLIDES"	4153	1	1
Catawba	North Carolina	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, MUDSLIDES"	4153	1	1
Lincoln	North Carolina	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, MUDSLIDES"	4153	1	1
Watauga	North Carolina	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, MUDSLIDES"	4153	1	1
Wilkes	North Carolina	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, MUDSLIDES"	4153	1	1
Catron	New Mexico	Flood	County	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
Chaves	New Mexico	Flood	County	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
Cibola	New Mexico	Flood	County	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
Colfax	New Mexico	Flood	County	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
DeBaca	New Mexico	Flood	County	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
Dona Ana	New Mexico	Flood	County	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
Eddy	New Mexico	Flood	County	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
Guadalupe	New Mexico	Flood	County	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
Harding	New Mexico	Flood	County	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
Lincoln	New Mexico	Flood	County	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
Los Alamos	New Mexico	Flood	County	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
McKinley	New Mexico	Flood	County	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
Mora	New Mexico	Flood	County	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
Otero	New Mexico	Flood	County	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
Rio Arriba	New Mexico	Flood	County	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
Sandoval	New Mexico	Flood	County	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
San Juan	New Mexico	Flood	County	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
San Miguel	New Mexico	Flood	County	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
Santa Fe	New Mexico	Flood	County	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
Sierra	New Mexico	Flood	County	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
Socorro	New Mexico	Flood	County	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
Taos	New Mexico	Flood	County	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
Torrance	New Mexico	Flood	County	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
Isleta Pueblo	New Mexico	Flood	Indian Reservation	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
Navajo Nation Reservation	New Mexico	Flood	Indian Reservation	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
Sandia Pueblo	New Mexico	Flood	Indian Reservation	"SEVERE STORMS, FLOODING, AND MUDSLIDES"	4152	1	1
Adams	Colorado	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4145	1	1
Arapahoe	Colorado	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4145	1	1
Boulder	Colorado	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4145	1	1
Clear Creek	Colorado	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4145	1	1
Crowley	Colorado	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4145	1	1
Denver	Colorado	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4145	1	1
El Paso	Colorado	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4145	1	1
Fremont	Colorado	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4145	1	1
Gilpin	Colorado	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4145	1	1
Jefferson	Colorado	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4145	1	1
Lake	Colorado	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4145	1	1
Larimer	Colorado	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4145	1	1
Lincoln	Colorado	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4145	1	1
Logan	Colorado	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4145	1	1
Morgan	Colorado	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4145	1	1
Sedgwick	Colorado	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4145	1	1
Washington	Colorado	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4145	1	1
Weld	Colorado	Flood	County	"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"	4145	1	1
Kenai Peninsula	Alaska	Flood	Borough	FLOODING	4161	1	1
Broadwater	Montana	Flood	County	ICE JAMS AND FLOODING	4172	1	1
Dawson	Montana	Flood	County	ICE JAMS AND FLOODING	4172	1	1
Golden Valley	Montana	Flood	County	ICE JAMS AND FLOODING	4172	1	1
Jefferson	Montana	Flood	County	ICE JAMS AND FLOODING	4172	1	1
Lake	Montana	Flood	County	ICE JAMS AND FLOODING	4172	1	1
Musselshell	Montana	Flood	County	ICE JAMS AND FLOODING	4172	1	1
Park	Montana	Flood	County	ICE JAMS AND FLOODING	4172	1	1
Pondera	Montana	Flood	County	ICE JAMS AND FLOODING	4172	1	1
Prairie	Montana	Flood	County	ICE JAMS AND FLOODING	4172	1	1
Ravalli	Montana	Flood	County	ICE JAMS AND FLOODING	4172	1	1
Richland	Montana	Flood	County	ICE JAMS AND FLOODING	4172	1	1
Rosebud	Montana	Flood	County	ICE JAMS AND FLOODING	4172	1	1
Sanders	Montana	Flood	County	ICE JAMS AND FLOODING	4172	1	1
Stillwater	Montana	Flood	County	ICE JAMS AND FLOODING	4172	1	1
Wheatland	Montana	Flood	County	ICE JAMS AND FLOODING	4172	1	1
Caledonia	Vermont	Flood	County	SEVERE STORMS AND FLOODING	4178	1	1
Essex	Vermont	Flood	County	SEVERE STORMS AND FLOODING	4178	1	1
Franklin	Vermont	Flood	County	SEVERE STORMS AND FLOODING	4178	1	1
Lamoille	Vermont	Flood	County	SEVERE STORMS AND FLOODING	4178	1	1
Orange	Vermont	Flood	County	SEVERE STORMS AND FLOODING	4178	1	1
Orleans	Vermont	Flood	County	SEVERE STORMS AND FLOODING	4178	1	1
